City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,ayan,56.45,138.1667,-25.13,86,43,2.4,RU,1676232584
1,shingu,33.7333,135.9833,10.34,92,100,0.94,JP,1676232585
2,deputatskiy,69.3,139.9,-39.3,100,93,0.98,RU,1676232585
3,kavaratti,10.5669,72.642,26.63,73,0,4.13,IN,1676232586
4,shelburne,44.0787,-80.2041,0.23,96,44,2.56,CA,1676232587
5,morondava,-20.2833,44.2833,26.85,81,100,5.96,MG,1676232587
6,farmington,36.7281,-108.2187,12.38,28,0,2.06,US,1676232535
7,bathsheba,13.2167,-59.5167,28.34,47,20,10.8,BB,1676232588
8,mudgee,-32.5943,149.5871,17.1,86,52,2.41,AU,1676232589
9,ambilobe,-13.2,49.05,23.35,93,96,0.71,MG,1676232589
10,mataura,-46.1927,168.8643,14.03,87,49,0.47,NZ,1676232557
11,bluff,-46.6,168.3333,13.92,89,88,2.81,NZ,1676232462
12,busselton,-33.65,115.3333,14.26,80,0,4.61,AU,1676232537
13,olafsvik,64.8945,-23.7142,4.13,96,100,10.64,IS,1676232590
14,jamestown,42.097,-79.2353,9.8,18,0,2.06,US,1676232258
15,jiayuguan,39.8167,98.3,-5.66,61,100,1.11,CN,1676232591
16,east london,-33.0153,27.9116,23.84,85,13,5.52,ZA,1676232464
17,mersing,2.4312,103.8405,24.52,89,100,2.27,MY,1676232592
18,airai,-8.9266,125.4092,15.13,95,99,1.3,TL,1676232520
19,santa elena,-2.2333,-80.85,27.75,78,75,5.14,EC,1676232593
20,gewane,10.1664,40.6453,25.11,43,0,4.18,ET,1676232593
21,albany,42.6001,-73.9662,8.46,41,99,1.32,US,1676232543
22,hilo,19.7297,-155.09,20.53,94,100,4.63,US,1676232281
23,hofn,64.2539,-15.2082,2.52,94,100,4.41,IS,1676232594
24,chuy,-33.6971,-53.4616,31.27,42,0,6.87,UY,1676232530
25,thompson,55.7435,-97.8558,-10.91,85,100,3.6,CA,1676232595
26,vaini,-21.2,-175.2,26.27,87,100,7.1,TO,1676232499
27,isangel,-19.55,169.2667,22.86,92,100,1.07,VU,1676232597
28,micheweni,-4.9667,39.8333,26.85,75,99,7.2,TZ,1676232598
29,vila franca do campo,37.7167,-25.4333,15.23,86,78,3.44,PT,1676232598
30,rikitea,-23.1203,-134.9692,25.75,68,47,1.32,PF,1676232358
31,atuona,-9.8,-139.0333,26.05,75,2,7.85,PF,1676232600
32,fort nelson,58.8053,-122.7002,-3.36,72,100,0.45,CA,1676232594
33,koulikoro,14.0,-7.75,29.38,9,100,4.07,ML,1676232601
34,tuatapere,-46.1333,167.6833,14.67,81,63,0.57,NZ,1676232602
35,ilulissat,69.2167,-51.1,-23.99,53,0,1.03,GL,1676232453
36,consett,54.854,-1.8316,5.14,80,0,1.47,GB,1676232602
37,coquimbo,-29.9533,-71.3436,21.85,68,0,5.66,CL,1676232604
38,hithadhoo,-0.6,73.0833,27.02,67,2,4.92,MV,1676232474
39,port-gentil,-0.7193,8.7815,28.98,84,40,3.09,GA,1676232605
40,lebu,-37.6167,-73.65,18.65,69,56,4.46,CL,1676232606
41,castro,-24.7911,-50.0119,22.57,85,63,0.22,BR,1676232425
42,hermanus,-34.4187,19.2345,20.45,74,68,2.73,ZA,1676232496
43,naze,28.3667,129.4833,20.0,85,31,8.42,JP,1676232541
44,moussoro,13.6408,16.4901,24.75,14,3,6.65,TD,1676232607
45,imbituba,-28.24,-48.6703,26.84,70,0,4.08,BR,1676232608
46,hamilton,39.1834,-84.5333,13.51,21,0,5.14,US,1676232608
47,lanipao,7.9553,123.7767,23.03,91,97,0.93,PH,1676232609
48,jerantut,3.936,102.3626,22.29,98,98,0.65,MY,1676232609
49,puerto ayora,-0.7393,-90.3518,30.98,84,95,3.13,EC,1676232555
50,provideniya,64.3833,-173.3,-28.52,92,91,3.04,RU,1676232538
51,djibo,14.1022,-1.6306,28.32,12,0,4.86,BF,1676232610
52,cape town,-33.9258,18.4232,21.73,83,20,7.2,ZA,1676232300
53,bredasdorp,-34.5322,20.0403,23.83,61,81,2.77,ZA,1676232547
54,ushuaia,-54.8,-68.3,10.79,58,100,2.2,AR,1676232537
55,anadyr,64.75,177.4833,-33.72,75,20,4.0,RU,1676232394
56,berezovyy,51.6667,135.7,-23.17,94,96,1.76,RU,1676232612
57,arraial do cabo,-22.9661,-42.0278,26.92,83,75,3.09,BR,1676232445
58,champerico,14.3,-91.9167,29.04,60,0,4.95,GT,1676232543
59,laguna,38.421,-121.4238,20.05,48,0,5.14,US,1676232613
60,la ronge,55.1001,-105.2842,-0.46,86,91,4.96,CA,1676232613
61,san patricio,28.017,-97.5169,19.53,34,100,3.41,US,1676232562
62,taltal,-25.4,-70.4833,23.44,72,9,2.3,CL,1676232614
63,dikson,73.5069,80.5464,-11.06,92,100,9.19,RU,1676232615
64,cidreira,-30.1811,-50.2056,26.58,70,0,5.76,BR,1676232234
65,yeppoon,-23.1333,150.7333,24.88,88,0,1.06,AU,1676232616
66,upernavik,72.7868,-56.1549,-25.6,93,100,2.91,GL,1676232482
67,hobart,-42.8794,147.3294,11.7,74,75,3.6,AU,1676232539
68,camana,-16.6228,-72.7111,25.61,75,40,3.35,PE,1676232618
69,vostok,46.4856,135.8833,-19.16,99,100,1.88,RU,1676232618
70,nikolskoye,59.7035,30.7861,1.0,95,100,5.4,RU,1676232559
71,saskylakh,71.9167,114.0833,-38.83,98,49,4.13,RU,1676232497
72,hope,33.6671,-93.5916,18.03,50,88,3.01,US,1676232619
73,cayenne,4.9333,-52.3333,27.02,83,100,4.63,GF,1676232427
74,barrow,71.2906,-156.7887,-27.99,76,0,5.66,US,1676232431
75,kodiak,57.79,-152.4072,-6.27,63,100,8.75,US,1676232528
76,pevek,69.7008,170.3133,-30.13,94,100,0.9,RU,1676232452
77,chicama,-7.8447,-79.1469,26.3,67,100,3.36,PE,1676232458
78,esperance,-33.8667,121.9,14.99,80,0,4.48,AU,1676232621
79,tasiilaq,65.6145,-37.6368,-5.91,71,100,4.48,GL,1676232622
80,new norfolk,-42.7826,147.0587,11.51,66,2,1.28,AU,1676232536
81,rapid city,44.0805,-103.231,12.29,26,0,9.26,US,1676232457
82,codrington,-38.2667,141.9667,15.07,58,99,4.83,AU,1676232623
83,arawa,-6.2132,155.5367,25.17,89,100,1.0,PG,1676232624
84,butaritari,3.0707,172.7902,26.23,84,91,5.52,KI,1676232371
85,sabalgarh,26.25,77.4,13.63,26,0,3.5,IN,1676232624
86,dunedin,-45.8742,170.5036,16.56,75,98,0.89,NZ,1676232613
87,sorland,67.667,12.6934,4.92,73,96,19.93,NO,1676232420
88,grindavik,63.8424,-22.4338,8.97,100,75,15.95,IS,1676232626
89,two hills,53.7169,-111.7518,-0.04,87,100,2.78,CA,1676232626
90,suzhou,31.3114,120.6181,7.29,91,100,5.61,CN,1676232627
91,victoria,22.2855,114.1577,22.19,94,51,4.47,HK,1676232415
92,bereda,43.2686,-7.5406,3.73,77,96,0.46,ES,1676232627
93,geraldton,-28.7667,114.6,18.23,82,0,2.06,AU,1676232528
94,tuktoyaktuk,69.4541,-133.0374,-35.33,100,21,1.54,CA,1676232628
95,reconquista,-29.15,-59.65,40.9,15,0,5.51,AR,1676232629
96,nantucket,41.2835,-70.0995,7.08,75,0,2.57,US,1676232530
97,akyab,20.15,92.9,20.38,77,2,4.06,MM,1676232630
98,khatanga,71.9667,102.5,-16.06,97,100,2.65,RU,1676232451
99,amapa,1.0,-52.0,26.82,86,77,1.88,BR,1676232631
100,ishigaki,24.3448,124.1572,22.07,100,100,2.06,JP,1676232631
101,wenling,28.3669,121.36,13.14,98,100,3.57,CN,1676232433
102,turukhansk,65.8167,87.9833,-14.79,95,100,8.17,RU,1676232632
103,shimoda,34.6667,138.95,10.61,86,100,4.14,JP,1676232633
104,lotofaga,-13.9764,-171.8578,27.66,74,100,6.06,WS,1676232633
105,punta arenas,-53.15,-70.9167,12.06,50,40,9.77,CL,1676232545
106,mar del plata,-38.0023,-57.5575,25.01,83,75,3.09,AR,1676232547
107,tiksi,71.6872,128.8694,-41.54,100,71,1.51,RU,1676232634
108,clyde river,70.4692,-68.5914,-31.52,98,95,1.4,CA,1676232635
109,chandvad,20.3333,74.25,18.22,29,2,2.74,IN,1676232635
110,mitu,1.1983,-70.1733,27.32,84,79,0.73,CO,1676232636
111,kruisfontein,-34.0033,24.7314,22.16,84,78,3.13,ZA,1676232539
112,teya,60.3778,92.6267,-27.71,100,72,1.65,RU,1676232637
113,kavieng,-2.5744,150.7967,26.93,77,100,1.21,PG,1676232637
114,saint-philippe,-21.3585,55.7679,24.77,82,100,5.33,RE,1676232637
115,landau,49.2075,8.1133,7.01,83,0,2.85,DE,1676232638
116,balgazyn,51.0,95.2,-20.17,96,100,0.82,RU,1676232639
117,garissa,-0.4536,39.6401,25.5,60,22,7.44,KE,1676232533
118,carnarvon,-24.8667,113.6333,25.38,66,0,9.67,AU,1676232555
119,gambela,8.25,34.5833,31.44,24,33,1.05,ET,1676232640
120,coleraine,55.1333,-6.6667,8.07,70,93,4.67,GB,1676232640
121,yellowknife,62.456,-114.3525,-18.58,84,75,1.03,CA,1676232363
122,bilibino,68.0546,166.4372,-35.1,99,79,1.88,RU,1676232642
123,port elizabeth,-33.918,25.5701,23.39,88,40,6.17,ZA,1676232642
124,ahipara,-35.1667,173.1667,18.94,94,100,9.79,NZ,1676232510
125,san ramon,37.7799,-121.978,17.56,50,0,3.09,US,1676232428
126,birjand,32.8663,59.2211,9.29,49,100,3.72,IR,1676232645
127,paamiut,61.994,-49.6678,-18.81,89,8,6.75,GL,1676232645
128,zhezkazgan,47.8043,67.7144,-18.15,100,100,1.29,KZ,1676232588
129,lorengau,-2.0226,147.2712,27.3,81,100,3.48,PG,1676232646
130,pontianak,-0.0333,109.3333,22.99,100,75,0.51,ID,1676232647
131,sunland park,31.7965,-106.58,18.05,19,0,3.09,US,1676232368
132,lelystad,52.5083,5.475,7.79,82,0,1.37,NL,1676232647
133,te anau,-45.4167,167.7167,13.9,82,50,0.26,NZ,1676232648
134,ponta do sol,32.6667,-17.1,17.35,77,78,2.57,PT,1676232648
135,comodoro rivadavia,-45.8667,-67.5,19.92,22,0,7.2,AR,1676232373
136,millau,44.0833,2.9167,8.07,62,0,1.99,FR,1676232649
137,abalak,58.1286,68.5944,-17.24,98,92,2.63,RU,1676232650
138,sabang,5.8933,95.3214,26.84,79,88,2.7,ID,1676232650
139,buluang,13.3068,123.3425,22.09,95,34,1.32,PH,1676232651
140,aksu,41.1231,80.2644,-2.07,56,7,2.22,CN,1676232651
141,naryan-mar,67.6713,53.087,-10.14,93,88,6.22,RU,1676232652
142,rantepao,-2.9701,119.8978,19.65,93,100,1.64,ID,1676232652
143,kenmare,51.8833,-9.5833,9.48,74,98,5.07,IE,1676232653
144,gazanjyk,39.2446,55.5154,2.25,51,100,2.93,TM,1676232622
145,pacifica,37.6138,-122.4869,18.28,76,40,5.14,US,1676232654
146,singaraja,-8.112,115.0882,25.88,85,100,4.4,ID,1676232654
147,saint-pierre,-21.3393,55.4781,24.82,73,0,2.06,RE,1676232594
148,tabou,4.423,-7.3528,26.78,84,6,2.68,CI,1676232499
149,baijiantan,45.6333,85.1833,-13.52,92,14,1.33,CN,1676232655
150,neiafu,-18.65,-173.9833,26.38,94,75,4.63,TO,1676232655
151,sinaloa,25.0,-107.5,26.17,39,100,1.79,MX,1676232627
152,nuuk,64.1835,-51.7216,-15.66,78,20,10.29,GL,1676232632
153,saint george,37.1041,-113.5841,14.68,28,0,1.79,US,1676232656
154,hakkari,37.5833,44.1667,-18.12,92,100,0.51,TR,1676232657
155,portland,45.5234,-122.6762,12.31,81,100,0.89,US,1676232309
156,pochutla,15.7432,-96.4661,29.9,40,0,3.88,MX,1676232657
157,lavrentiya,65.5833,-171.0,-27.46,90,100,2.68,RU,1676232552
158,batemans bay,-35.7167,150.1833,18.39,85,100,3.07,AU,1676232658
159,atambua,-9.1061,124.8925,22.62,91,100,1.44,ID,1676232658
160,aklavik,68.2191,-135.0107,-32.37,96,100,0.12,CA,1676232659
161,neuquen,-38.9516,-68.0591,31.67,15,92,12.61,AR,1676232531
162,saint-georges,12.0564,-61.7485,25.19,76,39,8.48,GD,1676232660
163,axim,4.8699,-2.2405,27.02,86,8,3.07,GH,1676232660
164,kloulklubed,7.0419,134.2556,25.28,79,79,6.61,PW,1676232530
165,maldonado,-34.6667,-54.9167,35.68,18,15,2.43,UY,1676232661
166,kieta,-6.2167,155.6333,26.22,83,100,2.4,PG,1676232662
167,avera,33.194,-82.5271,8.73,90,100,5.31,US,1676232662
168,port alfred,-33.5906,26.891,22.88,95,93,1.34,ZA,1676232368
169,gajendragarh,15.7333,75.9833,22.9,23,51,5.12,IN,1676232663
170,bambous virieux,-20.3428,57.7575,24.56,70,13,7.04,MU,1676232534
171,santa fe,-31.6333,-60.7,41.66,23,0,5.36,AR,1676232664
172,hobyo,5.3505,48.5268,24.7,74,29,8.12,SO,1676232441
173,san juan,-31.5375,-68.5364,40.49,15,0,2.91,AR,1676232665
174,hasaki,35.7333,140.8333,9.01,92,100,3.5,JP,1676232490
175,rosetta,31.4044,30.4164,12.39,60,96,3.46,EG,1676232666
176,sokoni,-6.4333,39.55,27.2,74,100,6.5,TZ,1676232667
177,guarapari,-20.6667,-40.4975,28.83,79,100,5.96,BR,1676232667
178,manyoni,-5.7467,34.8382,18.39,84,94,1.38,TZ,1676232668
179,avarua,-21.2078,-159.775,28.03,78,20,3.6,CK,1676232665
180,katsuura,35.1333,140.3,12.01,93,100,5.37,JP,1676232669
181,ostrov,57.3439,28.3537,0.85,89,99,4.99,RU,1676232670
182,maningrida,-12.0667,134.2667,24.38,89,100,2.66,AU,1676232601
183,conde,-7.2597,-34.9075,28.7,70,20,7.72,BR,1676232454
184,shirdi,19.7667,74.4833,20.45,29,5,3.2,IN,1676232671
185,mehamn,71.0357,27.8492,1.95,93,75,13.38,NO,1676232671
186,nanning,22.8167,108.3167,20.64,94,65,3.05,CN,1676232672
187,benghazi,32.1167,20.0667,13.65,61,98,4.71,LY,1676232672
188,port augusta,-32.5,137.7667,16.61,63,5,3.98,AU,1676232673
189,labytnangi,66.6572,66.4183,-17.34,97,65,3.43,RU,1676232673
190,hernani,43.2662,-1.9762,10.23,42,0,1.54,ES,1676232674
191,souris,49.6172,-100.2612,-2.37,85,6,5.53,CA,1676232674
192,kalabo,-14.97,22.6814,23.05,61,99,0.75,ZM,1676232675
193,alofi,-19.0595,-169.9187,26.94,89,75,2.57,NU,1676232675
194,port lincoln,-34.7333,135.8667,14.48,75,13,4.8,AU,1676232676
195,novyy urgal,51.0736,132.5642,-31.84,100,93,0.76,RU,1676232676
196,yaan,7.3833,8.5667,31.42,10,36,1.76,NG,1676232677
197,kapaa,22.0752,-159.319,25.18,76,75,9.77,US,1676232677
198,port angeles,48.1181,-123.4307,8.49,77,100,3.13,US,1676232400
199,araouane,18.9048,-3.5265,28.28,11,61,4.37,ML,1676232678
200,leningradskiy,69.3833,178.4167,-26.86,94,100,4.98,RU,1676232538
201,lobito,-12.3481,13.5456,24.86,79,5,2.15,AO,1676232679
202,thinadhoo,0.5333,72.9333,26.98,69,1,4.75,MV,1676232679
203,college,64.8569,-147.8028,-17.73,80,100,0.0,US,1676232680
204,pangody,65.85,74.4859,-13.22,94,98,7.89,RU,1676232680
205,henties bay,-22.116,14.2845,19.25,83,0,3.66,,1676232681
206,biltine,14.5333,20.9167,24.92,15,1,5.48,TD,1676232681
207,kharp,66.8014,65.8081,-16.46,99,74,1.73,RU,1676232682
208,mazagao,-0.115,-51.2894,29.03,62,86,2.85,BR,1676232428
209,macapa,0.0389,-51.0664,28.99,84,75,5.66,BR,1676232466
210,jalu,29.0331,21.5482,12.08,46,39,3.88,LY,1676232683
211,constantine,36.365,6.6147,5.67,75,20,2.57,DZ,1676232683
212,bathurst,-33.4166,149.5806,17.68,93,76,2.06,AU,1676232684
213,tsivilsk,55.8611,47.4664,-7.44,96,100,3.35,RU,1676232684
214,waingapu,-9.6567,120.2641,25.13,87,100,2.95,ID,1676232685
215,yuli,9.6989,10.2744,27.27,16,54,3.39,NG,1676232685
216,srednekolymsk,67.45,153.6833,-36.88,100,100,0.54,RU,1676232567
217,georgetown,5.4112,100.3354,26.96,99,40,2.57,MY,1676232387
218,bowmore,34.9421,-79.3031,10.42,91,100,0.45,US,1676232686
219,kailua,21.4022,-157.7394,25.99,73,15,3.13,US,1676232687
220,ancud,-41.8697,-73.8203,15.24,57,100,4.28,CL,1676232468
221,berwick,41.0545,-76.2333,9.96,38,100,1.04,US,1676232688
222,norman wells,65.282,-126.8329,-23.69,95,99,1.47,CA,1676232688
223,hualmay,-11.0964,-77.6139,23.61,81,100,3.42,PE,1676232689
224,dawei,14.0833,98.2,21.15,86,79,0.88,MM,1676232689
225,ahuimanu,21.4447,-157.8378,25.84,71,40,9.77,US,1676232690
226,burnie,-41.0667,145.9167,11.08,72,2,3.67,AU,1676232691
227,vila velha,-20.3297,-40.2925,28.97,77,20,7.2,BR,1676232406
228,belmonte,-15.8631,-38.8828,27.78,72,14,3.53,BR,1676232691
229,pangnirtung,66.1451,-65.7125,-35.68,93,54,1.3,CA,1676232692
230,sola,-13.8833,167.55,28.07,77,100,7.83,VU,1676232693
231,wilmington,34.2257,-77.9447,16.11,68,100,5.14,US,1676232401
232,atar,20.5169,-13.0499,26.12,21,100,4.44,MR,1676232694
233,souillac,-20.5167,57.5167,25.03,73,11,6.02,MU,1676232694
234,menongue,-14.6585,17.691,20.71,65,56,1.35,AO,1676232695
235,hoopstad,-27.8327,25.9083,22.9,51,59,2.61,ZA,1676232695
236,ngama,11.7833,17.1667,27.18,13,1,5.91,TD,1676232696
237,belaya gora,68.5333,146.4167,-32.59,98,100,0.63,RU,1676232697
238,mao,39.8885,4.2658,6.31,81,0,0.0,ES,1676232697
239,eureka,40.8021,-124.1637,13.44,75,6,0.89,US,1676232523
240,arlit,18.7369,7.3853,23.77,20,1,4.56,NE,1676232563
241,cockburn town,21.4612,-71.1419,25.14,75,0,7.71,TC,1676232599
242,kaitangata,-46.2817,169.8464,13.76,85,97,1.47,NZ,1676232699
243,murray bridge,-35.1167,139.2667,13.4,74,0,3.25,AU,1676232699
244,bengkulu,-3.8004,102.2655,24.13,82,99,2.81,ID,1676232700
245,cabo san lucas,22.8909,-109.9124,29.61,22,75,6.69,MX,1676232700
246,ulagan,50.6321,87.9563,-13.17,95,100,1.14,RU,1676232701
247,cao bang,22.6667,106.25,18.83,99,31,0.52,VN,1676232604
248,miyazu,35.5333,135.1833,7.38,94,100,1.21,JP,1676232702
249,the valley,18.217,-63.0578,27.12,69,75,6.69,AI,1676232702
250,santa maria,-29.6842,-53.8069,38.35,11,0,4.58,BR,1676232703
251,sungaipenuh,-2.0833,101.3833,17.26,90,100,0.51,ID,1676232703
252,bubaque,11.2833,-15.8333,23.88,74,52,8.25,GW,1676232703
253,vanimo,-2.6741,141.3028,24.91,91,98,3.08,PG,1676232704
254,westport,41.1415,-73.3579,9.13,42,0,0.0,US,1676232704
255,guerrero negro,27.9769,-114.0611,14.65,61,98,3.93,MX,1676232623
256,lahad datu,5.0268,118.327,23.36,96,100,1.99,MY,1676232705
257,noumea,-22.2763,166.4572,26.67,99,70,5.11,NC,1676232686
258,garoua boulai,5.8833,14.55,22.65,18,22,2.67,CM,1676232706
259,mahebourg,-20.4081,57.7,24.58,71,14,6.85,MU,1676232529
260,dire,12.2833,-10.9667,33.67,11,69,1.68,ML,1676232707
261,saint anthony,45.0205,-93.218,4.97,61,0,3.6,US,1676232572
262,boffa,10.1667,-14.0333,26.39,72,0,2.8,GN,1676232707
263,sfantu gheorghe,45.8667,25.7833,-0.04,95,100,0.96,RO,1676232708
264,herat,34.5,62.0,5.63,58,99,1.64,AF,1676232586
265,abbeville,50.1,1.8333,7.36,88,0,2.56,FR,1676232708
266,hit,33.6416,42.8251,9.66,42,1,4.35,IQ,1676232709
267,mokhsogollokh,61.4681,128.9203,-27.89,97,100,2.32,RU,1676232709
268,eltham,-39.4292,174.3,17.6,85,100,4.24,NZ,1676232710
269,hillsborough,37.5741,-122.3794,18.06,67,40,5.14,US,1676232711
270,porangatu,-13.4408,-49.1486,27.65,77,93,1.56,BR,1676232711
271,bonthe,7.5264,-12.505,25.87,79,0,4.01,SL,1676232538
272,lahat,-3.8,103.5333,21.98,79,100,1.09,ID,1676232713
273,cervo,43.6702,-7.4101,8.87,66,14,2.72,ES,1676232713
274,botou,38.0667,116.5667,-1.5,84,100,3.08,CN,1676232714
275,puerto rico,-26.796,-55.024,39.03,19,1,1.64,AR,1676232682
276,bonavista,48.6499,-53.1147,-5.34,67,100,7.2,CA,1676232714
277,matai,-8.3,31.5167,15.05,96,95,1.3,TZ,1676232715
278,bandarbeyla,9.4942,50.8122,23.97,66,0,6.3,SO,1676232716
279,grand gaube,-20.0064,57.6608,24.65,69,10,0.89,MU,1676232576
280,poya,-21.35,165.15,23.82,68,68,2.12,NC,1676232717
281,sagua la grande,22.8067,-80.0756,28.55,61,41,7.37,CU,1676232717
